Term	ID	Genes	Adj.pvalue	Enrichment
positive regulation of intracellular signal transduction	GO:1902533	ACKR3 AKAP12 ANKRD1 AUTS2 BST2 C1QTNF1 CD24 CD36 CD4 CHI3L1 CRLF1 CSPG4 DCN EPHA4 F2R FGF1 FGF7 FLT1 FZD4 FZD7 GAS6 GJA1 HES1 HGF HIC1 HMOX1 HSPA1A IGF2 IGFBP3 ILK ITGA1 JPH2 LPAR1 NOTCH1 PDGFC PDGFRB RASGRP1 RELN SLC9A3R1 SOX11 SPHK1 TGFB2 UNC5B VEGFA WNT16	0.00245930751246794	0.0480769230769231
biological_process	GO:0008150	A2M AATF ABCB9 ABCC3 ACAN ACKR3 ACTA2 ACTG2 ADAM12 ADAM19 ADAM33 ADAMTS12 ADAMTS5 ADAMTSL1 ADAMTSL4 ADM2 AGPAT1 AJAP1 AKAP12 ALDH1A3 ALPL AMIGO2 ANKRD1 ANO3 ARHGDIB ARNT2 ARSJ ASS1 ATF5 ATP13A3 AUTS2 B2M B3GALT2 BACE2 BEX1 BICC1 BMP8B BRIP1 BST2 C1QTNF1 C1S CACNA1A CADM1 CALD1 CAMK1D CAMTA2 CAPG CBLB CCDC50 CCKAR CD24 CD36 CD4 CD9 CDA CDH3 CDH6 CELSR1 CEMIP CENPE CFL2 CHI3L1 CHRM2 CHSY3 CLEC3B CLIC3 CLMP CLSTN2 CLU CMKLR1 CNN1 COL11A1 COL12A1 COL18A1 COL4A1 COL4A2 COL5A3 COL8A2 COLEC12 COMP CORIN CPA4 CPE CRABP2 CREB5 CRLF1 CSNK2B CSPG4 CSRP1 CSRP2 CTPS1 CTSC CTSF CXCL12 CYGB DAAM2 DAPK1 DCN DDIT4 DDX39B DHFR DHRS3 DIO2 DIRAS1 DMD DNER DOCK10 DPP4 DPYSL3 DSG2 DSP EDNRA EFHD1 ELFN1 ELN EMB ENDOD1 ENPP2 EPB41L3 EPHA4 EPHA5 ETV1 EYA2 F2R FADS2 FAM129A FAM20A FAM20C FBLIM1 FBLN1 FGF1 FGF7 FGFRL1 FHL1 FHOD3 FILIP1L FLG FLRT2 FLT1 FMO3 FOXE1 FOXS1 FRMD4A FZD4 FZD7 GALNS GALNT5 GAS6 GBP1 GBP2 GCNT1 GCNT4 GDNF GJA1 GPC6 GREM2 GTF2IRD1 HAPLN1 HAPLN3 HEG1 HERC6 HES1 HEYL HGF HIC1 HLA-A HLA-B HLA-C HMCN1 HMOX1 HOMER2 HS3ST3B1 HSD17B6 HSPA1A HSPA2 HSPB1 HSPB8 ID4 IER3 IFI44 IFI6 IFITM1 IGF2 IGFBP3 IL16 ILK INHBA ISLR ITGA1 ITGA11 ITGA5 ITGA6 ITGA7 ITGB3 ITGB8 ITPR3 JAG1 JPH2 JUP KCNE4 KCNK15 KCNK2 KCNMA1 KCNMB1 KCTD20 KIF26B KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 LAMA2 LASP1 LDB2 LDB3 LGALS3BP LGMN LMOD1 LOXL3 LPAR1 LRIG3 LRRC15 LRRC17 LRRC32 LRRN1 LRRN3 LSP1 LTBP2 LUM MAB21L2 MAF MALL MAN1A1 MCAM MCTP2 MDC1 MEGF6 MEIS2 MFAP2 MFAP5 MGAM MICB MKX MME MMP1 MMP2 MMP3 MN1 MOCOS MRPL45 MTO1 MX2 MXRA5 MYL9 MYLK MYOCD NBL1 NCKAP5 NDNF NEDD9 NEFM NES NFATC1 NFIB NHSL1 NLRC5 NOTCH1 NOTCH3 NPAS1 NPTX2 NR2F2 NRP2 NRXN3 OAS2 OAS3 OLFML3 OXTR P3H2 PALM PAPPA2 PAPSS2 PBX1 PCDH1 PCDH10 PCDH7 PCDHGB7 PDE10A PDGFC PDGFRB PDLIM3 PEAR1 PEG10 PENK PHLDA1 PHLDA2 PID1 PIEZO2 PITX1 PLCD1 PLEKHG2 PLXNA2 PLXND1 PODNL1 POSTN PPL PPP1R11 PPP1R13L PPP1R14A PRELP PRG4 PRKG1 PRRC2A PSG4 PSME2 PTGDS PTGIS PTN QPRT RAC2 RARB RASGRP1 RASSF3 RBM24 RBP4 RBPJ RDH5 RELN RGS4 RGS5 RPS6KA2 RUNX1T1 S100A10 SCN9A SCUBE3 SDC1 SDC2 SEMA3B SEMA3C SEPT5 SERINC2 SERPINA9 SERPINB2 SERPINE2 SESN3 SGIP1 SHANK2 SIK1 SLC14A1 SLC22A15 SLC24A3 SLC25A23 SLC25A4 SLC38A1 SLC5A3 SLC6A6 SLC7A8 SLC9A3R1 SMOC1 SMYD3 SNTB1 SORCS2 SOX11 SOX4 SPHK1 SPP1 SPRY4 SSTR1 STARD4 STAT1 STK32B STK38L SULF1 SULF2 SUSD2 SVEP1 SYNE3 SYNPO2 SYT7 TADA2A TAGLN TBC1D3C TBC1D3D TBX2 TBX3 TCF7 TCF7L1 TDRD9 TENM2 TENM3 TFPI TFPI2 TGFB2 THBD TINAGL1 TMEM97 TNFAIP6 TNS1 TNXB TP53I11 TPBG TPM2 TRH TRIB3 TRIM2 TRPC4 TRPC6 TRPS1 TRPV2 TSEN34 TSPAN18 TSPAN2 TUBB UACA ULBP1 UNC5B VASP VCAM1 VCL VEGFA VLDLR VPS52 WFDC1 WISP1 WISP2 WNK4 WNT16 XG XRRA1 ZBTB22 ZNF423	0.00248448107399819	0.025830037156898
immune system process	GO:0002376	A2M B2M BST2 C1S CADM1 CAMK1D CD24 CD36 CD4 CDA CENPE CHI3L1 CLU CMKLR1 COLEC12 CSNK2B CTPS1 CTSC CTSF CXCL12 DAPK1 DDIT4 DOCK10 DPP4 DSP ENPP2 FAM20C FLT1 FOXE1 FZD7 GALNS GAS6 GBP1 GBP2 GCNT1 HERC6 HES1 HLA-A HLA-B HLA-C HMOX1 HSPA1A IFI6 IFITM1 IGF2 IL16 INHBA ITGA1 ITGA5 ITGA6 ITGB3 JAG1 JUP LGMN LOXL3 LRRC17 LRRC32 MEIS2 MFAP5 MGAM MICB MME MMP1 MMP2 MX2 MYL9 NBL1 NFATC1 NLRC5 NOTCH1 OAS2 OAS3 PBX1 PRG4 PSME2 RAC2 RASGRP1 RBP4 RBPJ SDC1 SDC2 SEMA3C SLC7A8 SOX11 SOX4 STAT1 SUSD2 TCF7 TGFB2 THBD TINAGL1 TNFAIP6 TSPAN2 TUBB ULBP1 VCAM1 VCL VEGFA	0.00248448107399819	0.0342657342657343
nephron morphogenesis	GO:0072028	FGF1 GDNF HES1 ILK KIF26B PBX1 PDGFRB STAT1 VEGFA WNK4	0.0028152690270551	0.12987012987013
cell part morphogenesis	GO:0032990	AUTS2 CCKAR CRABP2 CXCL12 DOCK10 ENPP2 EPB41L3 EPHA4 EPHA5 ETV1 FLRT2 GDNF GJA1 ILK ITGA1 LAMA2 NBL1 NES NFIB NOTCH1 NRP2 NRXN3 PID1 PLXNA2 PLXND1 POSTN RELN SDC2 SEMA3B SEMA3C SPP1 TRPC6 TRPV2 UNC5B VASP VCL VEGFA VLDLR	0.0028152690270551	0.0617886178861789
mesenchyme development	GO:0060485	ACTA2 ACTG2 EDNRA GDNF HES1 HEYL HGF JAG1 LOXL3 NOTCH1 PDGFRB RBPJ SEMA3C SOX11 STAT1 TBX2 TGFB2 WNT16	0.00290035547369377	0.0756302521008403
regulation of intracellular signal transduction	GO:1902531	A2M ACKR3 AKAP12 ANKRD1 ARHGDIB AUTS2 BMP8B BRIP1 BST2 C1QTNF1 CD24 CD36 CD4 CHI3L1 CLU CMKLR1 CRLF1 CSNK2B CSPG4 CXCL12 DCN DDIT4 DMD EPHA4 F2R FBLN1 FGF1 FGF7 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 GJA1 HES1 HGF HIC1 HMOX1 HSPA1A HSPB1 IER3 IGF2 IGFBP3 ILK INHBA ITGA1 JPH2 LPAR1 LRRC15 NOTCH1 PDE10A PDGFC PDGFRB PLEKHG2 PODNL1 PPP1R13L RAC2 RASGRP1 RELN RGS4 SERPINE2 SESN3 SLC9A3R1 SOX11 SPHK1 SPRY4 STAT1 TGFB2 TRIB3 UACA UNC5B VEGFA WNT16	0.00293549290759628	0.0426021876799079
cellular response to interferon-gamma	GO:0071346	B2M DAPK1 GBP1 GBP2 HLA-A HLA-B HLA-C NLRC5 OAS2 OAS3 STAT1 VCAM1	0.00299920645113709	0.0839160839160839
regulation of chemotaxis	GO:0050920	CAMK1D CMKLR1 CXCL12 FGF1 GAS6 HSPB1 IL16 LPAR1 NBL1 NOTCH1 PDGFRB PLXNA2 RAC2 VEGFA	0.00305122471639388	0.0795454545454545
regulation of epithelial cell proliferation	GO:0050678	CDH3 CXCL12 FGF1 FGF7 FZD7 GJA1 HES1 ITGB3 NFIB NOTCH1 NR2F2 NRP2 PTN SOX11 STAT1 SULF1 SULF2 TGFB2 VEGFA WFDC1	0.00312221259947139	0.0696864111498258
regulation of cell growth	GO:0001558	BST2 CDA CRABP2 CXCL12 DDX39B EPB41L3 FHL1 GJA1 HSPA1A IGFBP3 ILK INHBA MYOCD PAPPA2 PLXNA2 SERPINE2 SPHK1 SPP1 TGFB2 TMEM97 TRPV2 VEGFA WFDC1 WISP1 WISP2	0.00312727375605695	0.0661375661375661
regulation of response to wounding	GO:1903034	AJAP1 C1QTNF1 CD36 CD9 EPHA4 F2R GJA1 MYLK PRKG1 SERPINB2 SERPINE2 SPP1 THBD WFDC1	0.00314948950978934	0.0909090909090909
circulatory system process	GO:0003013	ACTA2 ADM2 CHRM2 CORIN CXCL12 DMD DSG2 DSP EDNRA ELN F2R GAS6 GJA1 HEG1 HMOX1 ITGA1 ITPR3 JUP KCNK15 KCNMB1 MME NR2F2 OXTR POSTN PPP1R13L PRKG1 STAT1 TBX2 TGFB2	0.00323018285944085	0.0578842315369262
negative regulation of wound healing	GO:0061045	AJAP1 C1QTNF1 CD9 GJA1 PRKG1 SERPINB2 SERPINE2 THBD WFDC1	0.00323018285944085	0.132352941176471
negative regulation of locomotion	GO:0040013	ARHGDIB BST2 CSNK2B CXCL12 CYGB DCN DPYSL3 FBLN1 HMOX1 IFITM1 IGFBP3 ILK MYOCD NBL1 NOTCH1 NR2F2 PTN SLC9A3R1 SULF1 VCL	0.00330822313755762	0.0749063670411985
cell projection morphogenesis	GO:0048858	AUTS2 CCKAR CRABP2 CXCL12 DOCK10 ENPP2 EPB41L3 EPHA4 EPHA5 ETV1 FLRT2 GDNF GJA1 ILK ITGA1 LAMA2 NBL1 NES NFIB NOTCH1 NRP2 NRXN3 PLXNA2 PLXND1 POSTN RELN SDC2 SEMA3B SEMA3C SPP1 TRPC6 TRPV2 UNC5B VASP VCL VEGFA VLDLR	0.00359334326224753	0.0619765494137353
cellular process	GO:0009987	A2M AATF ACAN ACKR3 ACTA2 ADAM12 ADAM19 ADAMTS12 ADAMTS5 ADAMTSL1 ADAMTSL4 ADM2 AGPAT1 AJAP1 AKAP12 ALDH1A3 ALPL AMIGO2 ANKRD1 ANO3 ARHGDIB ARNT2 ARSJ ASS1 ATF5 ATP13A3 AUTS2 B2M B3GALT2 BACE2 BEX1 BICC1 BMP8B BRIP1 BST2 C1QTNF1 CACNA1A CADM1 CALD1 CAMK1D CAMTA2 CAPG CBLB CCKAR CD24 CD36 CD4 CD9 CDA CDH3 CDH6 CELSR1 CEMIP CENPE CFL2 CHI3L1 CHRM2 CHSY3 CLEC3B CLIC3 CLSTN2 CLU CMKLR1 CNN1 COL11A1 COL12A1 COL18A1 COL4A1 COL4A2 COL5A3 COL8A2 COLEC12 COMP CORIN CPA4 CPE CRABP2 CREB5 CRLF1 CSNK2B CSPG4 CSRP1 CSRP2 CTPS1 CTSC CTSF CXCL12 CYGB DAAM2 DAPK1 DCN DDIT4 DDX39B DHFR DHRS3 DIO2 DIRAS1 DMD DNER DOCK10 DPP4 DPYSL3 DSG2 DSP EDNRA EFHD1 ELFN1 ELN ENDOD1 ENPP2 EPB41L3 EPHA4 EPHA5 ETV1 EYA2 F2R FADS2 FAM129A FAM20A FAM20C FBLIM1 FBLN1 FGF1 FGF7 FGFRL1 FHL1 FHOD3 FLG FLRT2 FLT1 FMO3 FOXE1 FOXS1 FRMD4A FZD4 FZD7 GALNS GALNT5 GAS6 GBP1 GBP2 GCNT1 GCNT4 GDNF GJA1 GPC6 GREM2 GTF2IRD1 HAPLN1 HEG1 HERC6 HES1 HEYL HGF HIC1 HLA-A HLA-B HLA-C HMCN1 HMOX1 HOMER2 HS3ST3B1 HSD17B6 HSPA1A HSPA2 HSPB1 HSPB8 ID4 IER3 IFI6 IFITM1 IGF2 IGFBP3 IL16 ILK INHBA ISLR ITGA1 ITGA11 ITGA5 ITGA6 ITGA7 ITGB3 ITGB8 ITPR3 JAG1 JPH2 JUP KCNE4 KCNK15 KCNK2 KCNMA1 KCNMB1 KCTD20 KIF26B KRT14 KRT18 KRT19 KRT34 KRT7 KRT81 LAMA2 LASP1 LDB2 LDB3 LGALS3BP LGMN LMOD1 LOXL3 LPAR1 LRRC15 LRRC17 LRRC32 LRRN1 LRRN3 LSP1 LTBP2 LUM MAB21L2 MAF MALL MAN1A1 MCAM MCTP2 MDC1 MEIS2 MFAP2 MFAP5 MGAM MICB MKX MME MMP1 MMP2 MMP3 MN1 MOCOS MRPL45 MTO1 MX2 MYL9 MYLK MYOCD NBL1 NDNF NEDD9 NEFM NES NFATC1 NFIB NHSL1 NLRC5 NOTCH1 NOTCH3 NPAS1 NPTX2 NR2F2 NRP2 NRXN3 OAS2 OAS3 OXTR P3H2 PALM PAPPA2 PAPSS2 PBX1 PCDH1 PCDH10 PCDH7 PCDHGB7 PDE10A PDGFC PDGFRB PDLIM3 PEAR1 PEG10 PENK PHLDA1 PHLDA2 PID1 PIEZO2 PITX1 PLCD1 PLEKHG2 PLXNA2 PLXND1 PODNL1 POSTN PPL PPP1R11 PPP1R13L PPP1R14A PRELP PRKG1 PRRC2A PSME2 PTGDS PTGIS PTN QPRT RAC2 RARB RASGRP1 RASSF3 RBM24 RBP4 RBPJ RDH5 RELN RGS4 RGS5 RPS6KA2 RUNX1T1 S100A10 SCN9A SCUBE3 SDC1 SDC2 SEMA3B SEMA3C SEPT5 SERINC2 SERPINA9 SERPINB2 SERPINE2 SESN3 SGIP1 SHANK2 SIK1 SLC24A3 SLC25A23 SLC25A4 SLC5A3 SLC6A6 SLC7A8 SLC9A3R1 SMOC1 SMYD3 SORCS2 SOX11 SOX4 SPHK1 SPP1 SPRY4 SSTR1 STARD4 STAT1 STK32B STK38L SULF1 SULF2 SUSD2 SYNE3 SYNPO2 SYT7 TADA2A TAGLN TBC1D3C TBC1D3D TBX2 TBX3 TCF7 TCF7L1 TDRD9 TENM2 TENM3 TFPI TFPI2 TGFB2 THBD TMEM97 TNFAIP6 TNS1 TNXB TP53I11 TPBG TPM2 TRH TRIB3 TRIM2 TRPC4 TRPC6 TRPS1 TRPV2 TSEN34 TSPAN18 TSPAN2 TUBB UACA ULBP1 UNC5B VASP VCAM1 VCL VEGFA VLDLR VPS52 WFDC1 WISP1 WISP2 WNK4 WNT16 ZBTB22 ZNF423	0.00375694358977371	0.0266517504606475
negative regulation of signal transduction	GO:0009968	ACKR3 ADAMTS12 BICC1 CBLB CLU CXCL12 DAPK1 DCN DDIT4 DHRS3 EYA2 FBLN1 FLRT2 GAS6 GBP1 GDNF GREM2 HEYL HGF HIC1 HMOX1 HSPA1A HSPB1 IFI6 IGFBP3 ITGA1 ITGA6 LGMN LRRC15 MYOCD NBL1 NFATC1 NLRC5 NOTCH1 PALM PDGFRB PEAR1 PEG10 PID1 PODNL1 PSME2 RGS4 RGS5 SERPINE2 SESN3 SLC9A3R1 SPRY4 STAT1 SULF1 SULF2 TGFB2 TRIB3 UNC5B	0.00382902054309017	0.046572934973638
behavior	GO:0007610	ADM2 ALDH1A3 AUTS2 CCKAR CELSR1 CXCL12 DPP4 EPHA4 ETV1 FZD4 GCNT4 GDNF GJA1 HOMER2 ITGA5 ITPR3 KCNK2 MEIS2 NPAS1 NPTX2 NRXN3 OXTR PENK PTGDS PTN RELN SCN9A SERPINE2 SGIP1 SHANK2 TRH VLDLR	0.00392382007798048	0.0563380281690141
apoptotic process	GO:0006915	AATF ACKR3 ADAMTSL4 ALDH1A3 AMIGO2 ANKRD1 ARNT2 ATF5 BMP8B CADM1 CAMK1D CD24 CHI3L1 CLU COL18A1 COMP CRLF1 CTSC CXCL12 DAPK1 DDIT4 EPB41L3 EYA2 F2R GAS6 GDNF GJA1 HGF HIC1 HMOX1 HSPA1A HSPB1 IER3 IFI6 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 KCNMA1 KRT18 LGMN LPAR1 MYOCD NDNF NES NOTCH1 PDGFRB PEG10 PHLDA1 PHLDA2 PLEKHG2 PPP1R13L PTGIS PTN RARB RASSF3 RPS6KA2 SERPINB2 SIK1 SLC25A4 SLC9A3R1 SOX4 SPHK1 STAT1 SULF1 TBX3 TGFB2 TRIB3 TRIM2 UACA UNC5B VEGFA	0.00408229629080004	0.0403050108932462
cell-cell signaling	GO:0007267	BICC1 BST2 C1QTNF1 CACNA1A CCKAR CD24 CDH3 CELSR1 CHRM2 CLSTN2 CPE CSNK2B DPP4 EPHA4 EPHA5 F2R FGF7 FZD4 FZD7 GDNF GJA1 GPC6 HES1 HGF HIC1 ILK INHBA ITPR3 JUP KCNMB1 LAMA2 NFATC1 NOTCH1 NPTX2 OXTR PCDH1 PCDH10 PCDHGB7 PENK PSME2 PTN RBP4 RBPJ RELN SDC1 SEMA3B SEPT5 SERPINE2 SHANK2 SLC25A4 SLC9A3R1 SOX11 SOX4 SSTR1 SULF1 SULF2 SYT7 TBX3 TCF7 TCF7L1 TGFB2 TNFAIP6 TRH WISP1 WISP2 WNT16	0.00409912921235272	0.0424710424710425
cytokine production	GO:0001816	AGPAT1 B2M BST2 CADM1 CD24 CD36 CD4 CDH3 CHI3L1 CLU CMKLR1 F2R GAS6 GBP1 HEG1 HGF HMOX1 HSPA1A HSPB1 INHBA LRRC32 LUM MAF NLRC5 NOTCH1 POSTN RASGRP1 RBPJ SPHK1 STAT1 SULF1 SULF2 TGFB2	0.0041316277919037	0.0494752623688156
eye development	GO:0001654	ALDH1A3 COL4A1 COL8A2 FZD4 INHBA JAG1 MAB21L2 MAF MEIS2 MFAP2 NES PDGFRB PPP1R13L PTN RARB RBP4 SMOC1 SOX11 TBX2 TENM3 TGFB2 VEGFA WNT16	0.00449103899622234	0.0676470588235294
defense response	GO:0006952	A2M ADAMTS12 ADAMTS5 B2M BST2 C1S CADM1 CAMK1D CD36 CD4 CHI3L1 CLU COLEC12 CXCL12 DAPK1 DDIT4 DPP4 F2R GBP1 GBP2 GJA1 HGF HLA-A HLA-B HLA-C HMOX1 HSPA1A IFI6 IFITM1 INHBA LGALS3BP LGMN LOXL3 LSP1 MICB MMP2 MX2 NLRC5 NOTCH1 OAS2 OAS3 PENK PSME2 PTGIS RASGRP1 RBPJ SCN9A SDC1 SPHK1 SPP1 STAT1 TNFAIP6 TSPAN2 TUBB ULBP1 VCAM1 WFDC1	0.00460783906068171	0.0354919053549191
negative regulation of platelet activation	GO:0010544	C1QTNF1 CD9 PRKG1 SERPINE2 THBD	0.00476726305013756	0.277777777777778
regulation of MAPK cascade	GO:0043408	ACKR3 BMP8B C1QTNF1 CD24 CD36 CD4 CHI3L1 CSPG4 EPHA4 F2R FBLN1 FGF1 FLT1 FZD4 FZD7 GAS6 GBP1 HGF IGF2 IGFBP3 ILK INHBA ITGA1 LPAR1 NOTCH1 PDGFC PDGFRB RASGRP1 RGS4 SLC9A3R1 SPRY4 TGFB2 TRIB3 VEGFA WNT16	0.00476726305013756	0.0515463917525773
gland development	GO:0048732	ALDH1A3 CSNK2B DDX39B FGF7 FOXE1 HES1 HGF HMOX1 ID4 NFIB NOTCH1 OXTR PBX1 PITX1 PLXND1 PTN RBPJ SEMA3C SERPINE2 SLC9A3R1 SULF1 SULF2 TBX2 TBX3 TGFB2 VEGFA	0.0048696599866433	0.0619047619047619
ventricular septum development	GO:0003281	FGFRL1 HEG1 HES1 HEYL NOTCH1 SOX11 SOX4 TBX3 TGFB2	0.00491889958280741	0.145161290322581
central nervous system development	GO:0007417	ACAN ALDH1A3 ARNT2 ATF5 CCKAR CD9 CELSR1 CLU COL4A1 CXCL12 DDIT4 DNER EPHA4 EPHA5 FZD4 HAPLN1 HAPLN3 HES1 ID4 INHBA LOXL3 LPAR1 NES NFIB NOTCH1 NOTCH3 NPAS1 NR2F2 OXTR PDGFC PITX1 PLXNA2 PRKG1 PTN RARB RBPJ RELN SERPINE2 SOX11 SOX4 SPHK1 SSTR1 TBX3 TRPC4 TSPAN2 VLDLR	0.00499281610393557	0.0514541387024608
neuron migration	GO:0001764	AUTS2 CCKAR CELSR1 CXCL12 DDIT4 DNER FLRT2 GAS6 NDNF NHSL1 NR2F2 PRKG1 RELN VEGFA	0.00510527176954028	0.102189781021898
axon development	GO:0061564	AUTS2 CCKAR CRABP2 CXCL12 DHFR EPHA4 EPHA5 ETV1 FLRT2 GDNF ILK LAMA2 NEFM NFIB NOTCH1 NRP2 NRXN3 PLXNA2 PLXND1 RELN SEMA3B SEMA3C SPP1 TRPV2 TSPAN2 UNC5B VASP VCL VEGFA VLDLR	0.00534976430182053	0.0647948164146868
positive regulation of ion transport	GO:0043270	B2M CD4 CEMIP CXCL12 DMD F2R FHL1 GDNF HSPA2 JPH2 KCNMB1 MYLK PDGFRB RELN TRH TRPC6 TRPV2	0.00558952888162694	0.0726495726495727
vascular endothelial growth factor signaling pathway	GO:0038084	DCN FLT1 HSPB1 NRP2 PDGFRB VEGFA	0.00583412754158816	0.24
regulation of cellular component organization	GO:0051128	AMIGO2 ANKRD1 ARHGDIB ATF5 AUTS2 B2M BST2 CAMK1D CAPG CD36 CDA CELSR1 CENPE CFL2 CLSTN2 CLU CRABP2 CXCL12 DCN DDX39B DPP4 DPYSL3 ENPP2 EPB41L3 EPHA4 EPHA5 FBLIM1 FBLN1 FHL1 FHOD3 FLRT2 GAS6 GBP1 GJA1 HES1 HGF HSPA1A HSPA2 IGF2 IGFBP3 ILK INHBA ITGA7 LMOD1 LPAR1 LRRN1 LRRN3 MMP1 MMP3 MYOCD NDNF NES NOTCH1 OXTR PALM PAPPA2 PDGFRB PID1 PLEKHG2 PLXNA2 PLXND1 POSTN PTN RAC2 RELN S100A10 SDC1 SDC2 SERPINE2 SGIP1 SLC9A3R1 SPHK1 SPP1 STK38L SYNE3 SYNPO2 SYT7 TADA2A TBC1D3C TBC1D3D TENM2 TENM3 TGFB2 TMEM97 TPBG TRPC6 TRPV2 VASP VEGFA VLDLR WFDC1 WISP1 WISP2	0.00583412754158816	0.0410777385159011
blood circulation	GO:0008015	ACTA2 ADM2 CHRM2 CORIN CXCL12 DMD DSG2 DSP EDNRA ELN F2R GAS6 GJA1 HMOX1 ITGA1 ITPR3 JUP KCNK15 KCNMB1 MME NR2F2 OXTR POSTN PPP1R13L PRKG1 STAT1 TBX2 TGFB2	0.00602121423290317	0.0563380281690141
regulation of cell-substrate adhesion	GO:0010810	AJAP1 CD36 FBLN1 FZD4 FZD7 GBP1 ILK ITGA5 ITGA6 NDNF NOTCH1 POSTN PTN RAC2 S100A10 VEGFA	0.00613706617554844	0.0879120879120879
regulation of programmed cell death	GO:0043067	AATF ACKR3 ADAMTSL4 ALDH1A3 AMIGO2 ANKRD1 ARNT2 ATF5 BMP8B CAMK1D CLU COL18A1 COMP CRLF1 CTSC CXCL12 DAPK1 EYA2 F2R GAS6 GDNF HGF HMOX1 HSPA1A HSPB1 IER3 IFI6 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 KCNMA1 KRT18 LGMN LPAR1 MYOCD NDNF NES NOTCH1 PDGFRB PLEKHG2 PTGIS PTN RARB RASSF3 RPS6KA2 SERPINB2 SIK1 SLC25A4 SLC9A3R1 SOX4 SPHK1 STAT1 TBX3 TCF7 TGFB2 TRIM2 UNC5B VEGFA	0.00614518928378653	0.0416382252559727
positive regulation of protein modification process	GO:0031401	ACKR3 AUTS2 BMP8B C1QTNF1 CD24 CD36 CD4 CEMIP CENPE CHI3L1 CLU CRLF1 CSNK2B CSPG4 ENPP2 EPHA4 F2R FAM129A FAM20A FGF1 FGF7 FLT1 FZD4 FZD7 GAS6 HES1 HGF HSPA2 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGB3 LPAR1 NOTCH1 PDGFC PDGFRB PSME2 RASGRP1 RELN SMYD3 SOX4 SPHK1 TADA2A TGFB2 TRIB3 TRPC6 VEGFA VLDLR WNT16	0.00618754706538296	0.0445969125214408
regulation of secretion	GO:0051046	ANKRD1 C1QTNF1 CACNA1A CADM1 CCKAR CORIN CXCL12 DPP4 EPHA5 F2R GAS6 GBP1 GDNF GJA1 HMOX1 INHBA ITPR3 LRRC32 NOTCH1 OXTR POSTN RAC2 RASGRP1 RBP4 SDC1 SEPT5 SLC25A4 SLC9A3R1 SOX11 SOX4 SPP1 SYT7 TGFB2 TRH WNK4	0.00664632876111618	0.0492264416315049
negative regulation of programmed cell death	GO:0043069	AATF ACKR3 AMIGO2 ARNT2 ATF5 CAMK1D CLU COMP CRLF1 CXCL12 DAPK1 EYA2 F2R GAS6 GDNF HGF HMOX1 HSPA1A HSPB1 IER3 IFI6 ILK ITGA5 ITGA6 KRT18 LGMN MYOCD NDNF NES NOTCH1 PDGFRB RARB SERPINB2 SLC25A4 SPHK1 TBX3 TCF7 UNC5B VEGFA	0.00665991518008865	0.0467065868263473
positive regulation of vasculature development	GO:1904018	ADM2 CHI3L1 FGF1 FLT1 HGF HMOX1 HSPB1 ITGA5 MYOCD NOTCH1 PTGIS SPHK1 VEGFA	0.00668560123331107	0.0866666666666667
cardiac muscle tissue growth	GO:0055017	DDX39B GJA1 HEG1 KCNK2 NOTCH1 RBP4 RBPJ TBX2 TGFB2	0.0067181955986956	0.126760563380282
regulation of wound healing	GO:0061041	AJAP1 C1QTNF1 CD36 CD9 F2R GJA1 MYLK PRKG1 SERPINB2 SERPINE2 THBD WFDC1	0.00677309444981036	0.0916030534351145
cell activation	GO:0001775	B2M BST2 C1QTNF1 CD24 CD36 CD4 CD9 CDA CHI3L1 CLU CSNK2B CSRP1 CTPS1 CTSC CYGB DOCK10 DPP4 DSP F2R FZD7 GALNS GAS6 HES1 HMOX1 HSPA1A HSPB1 IGF2 ILK INHBA ITGB3 ITPR3 JUP LOXL3 LRRC32 MGAM MICB MME MYL9 PDGFRB PRKG1 RAC2 RASGRP1 RBPJ SERPINE2 SOX11 SOX4 TCF7 THBD TNFAIP6 TRPC6 TUBB ULBP1 VCAM1 VCL	0.0068627797596382	0.0403889304412865
morphogenesis of a branching epithelium	GO:0061138	CELSR1 COL4A1 EDNRA FGF1 FGF7 GDNF HGF ILK NOTCH1 PBX1 PLXND1 SEMA3C SULF1 TBX3 VEGFA	0.00697546847866183	0.0833333333333333
regulation of heart morphogenesis	GO:2000826	HES1 NOTCH1 RBPJ SEMA3C TBX2 TGFB2	0.00710279316374012	0.176470588235294
hair cycle	GO:0042633	CDH3 CELSR1 FGF7 FOXE1 INHBA KRT14 LDB2 NOTCH1 PPP1R13L RBPJ TGFB2	0.00715364665942427	0.1
leukocyte migration	GO:0050900	CAMK1D CMKLR1 CXCL12 FLT1 GAS6 GCNT1 HMOX1 IL16 ITGA1 ITGA5 ITGA6 ITGB3 MMP1 NBL1 RAC2 SDC1 SDC2 SLC7A8 TGFB2 THBD VCAM1 VEGFA	0.00718653790761957	0.0476190476190476
